throughput,uwThreads,ugThreads,addPipelined,mulPipelined,divPipelined,rcPipelined,sharedRc,sharedRa,ugRepFactor,uwRepFactor,burstFactor,fixedFanout,averageFanout
0.0111,8,2,false,false,false,false,true,true,4,1,1,0,10
0.0115,8,2,false,false,false,false,true,true,4,2,1,0,10
0.0109,8,2,false,false,false,false,true,true,4,4,1,0,10
0.0173,8,2,false,false,false,false,true,true,4,8,1,0,10
0.0110,8,2,false,false,false,false,true,true,8,1,1,0,10
0.0112,8,2,false,false,false,false,true,true,8,2,1,0,10
0.0137,8,2,false,false,false,false,true,true,8,4,1,0,10
0.0176,8,2,false,false,false,false,true,true,8,8,1,0,10
0.0098,8,4,false,false,false,false,true,false,1,1,1,0,10
0.0113,8,4,false,false,false,false,true,false,1,2,1,0,10
0.0121,8,4,false,false,false,false,true,false,1,4,1,0,10
0.0122,8,4,false,false,false,false,true,false,1,8,1,0,10
0.0109,8,4,false,false,false,false,true,false,2,1,1,0,10
0.0125,8,4,false,false,false,false,true,false,2,2,1,0,10
0.0141,8,4,false,false,false,false,true,false,2,4,1,0,10
0.0176,8,4,false,false,false,false,true,false,2,8,1,0,10
0.0109,8,4,false,false,false,false,true,false,4,1,1,0,10
0.0133,8,4,false,false,false,false,true,false,4,2,1,0,10
0.0162,8,4,false,false,false,false,true,false,4,4,1,0,10
0.0180,8,4,false,false,false,false,true,false,4,8,1,0,10
0.0109,8,4,false,false,false,false,true,false,8,1,1,0,10
0.0142,8,4,false,false,false,false,true,false,8,2,1,0,10
0.0168,8,4,false,false,false,false,true,false,8,4,1,0,10
0.0189,8,4,false,false,false,false,true,false,8,8,1,0,10
0.0098,8,4,false,false,false,false,true,true,1,1,1,0,10
0.0104,8,4,false,false,false,false,true,true,1,2,1,0,10
0.0121,8,4,false,false,false,false,true,true,1,4,1,0,10
0.0122,8,4,false,false,false,false,true,true,1,8,1,0,10
0.0113,8,4,false,false,false,false,true,true,2,1,1,0,10
0.0119,8,4,false,false,false,false,true,true,2,2,1,0,10
0.0144,8,4,false,false,false,false,true,true,2,4,1,0,10
0.0171,8,4,false,false,false,false,true,true,2,8,1,0,10
0.0116,8,4,false,false,false,false,true,true,4,1,1,0,10
0.0115,8,4,false,false,false,false,true,true,4,2,1,0,10
0.0139,8,4,false,false,false,false,true,true,4,4,1,0,10
0.0186,8,4,false,false,false,false,true,true,4,8,1,0,10
0.0113,8,4,false,false,false,false,true,true,8,1,1,0,10
0.0084,8,4,false,false,false,false,true,true,8,2,1,0,10
0.0138,8,4,false,false,false,false,true,true,8,4,1,0,10
0.0194,8,4,false,false,false,false,true,true,8,8,1,0,10
0.0107,8,8,false,false,false,false,true,false,1,1,1,0,10
0.0118,8,8,false,false,false,false,true,false,1,2,1,0,10
0.0139,8,8,false,false,false,false,true,false,1,4,1,0,10
0.0168,8,8,false,false,false,false,true,false,1,8,1,0,10
0.0106,8,8,false,false,false,false,true,false,2,1,1,0,10
0.0133,8,8,false,false,false,false,true,false,2,2,1,0,10
0.0165,8,8,false,false,false,false,true,false,2,4,1,0,10
0.0178,8,8,false,false,false,false,true,false,2,8,1,0,10
0.0111,8,8,false,false,false,false,true,false,4,1,1,0,10
0.0107,8,8,false,false,false,false,true,false,4,2,1,0,10
0.0154,8,8,false,false,false,false,true,false,4,4,1,0,10
0.0182,8,8,false,false,false,false,true,false,4,8,1,0,10
0.0108,8,8,false,false,false,false,true,false,8,1,1,0,10
0.0135,8,8,false,false,false,false,true,false,8,2,1,0,10
0.0165,8,8,false,false,false,false,true,false,8,4,1,0,10
0.0191,8,8,false,false,false,false,true,false,8,8,1,0,10
0.0108,8,8,false,false,false,false,true,true,1,1,1,0,10
0.0120,8,8,false,false,false,false,true,true,1,2,1,0,10
0.0125,8,8,false,false,false,false,true,true,1,4,1,0,10
0.0164,8,8,false,false,false,false,true,true,1,8,1,0,10
0.0110,8,8,false,false,false,false,true,true,2,1,1,0,10
0.0115,8,8,false,false,false,false,true,true,2,2,1,0,10
0.0124,8,8,false,false,false,false,true,true,2,4,1,0,10
0.0181,8,8,false,false,false,false,true,true,2,8,1,0,10
0.0115,8,8,false,false,false,false,true,true,4,1,1,0,10
0.0107,8,8,false,false,false,false,true,true,4,2,1,0,10
0.0134,8,8,false,false,false,false,true,true,4,4,1,0,10
0.0183,8,8,false,false,false,false,true,true,4,8,1,0,10
0.0114,8,8,false,false,false,false,true,true,8,1,1,0,10
0.0112,8,8,false,false,false,false,true,true,8,2,1,0,10
0.0149,8,8,false,false,false,false,true,true,8,4,1,0,10
0.0187,8,8,false,false,false,false,true,true,8,8,1,0,10
